,$D1,$D2,$Ezero,$Ks,$alpha,$visc,$Ru,$a0,$a1,$a2
0,3.43021422455502e-05,1.4244524740960724e-05,-0.2507013986520043,1.9091473962063168,0.5277167254478979,0.011385398159670844,167.48258445867174,2.6682285678472824e-05,2.541313885632178e-06,1.3499866351247384e-06
1,2.716181913515188e-05,2.2143227131750885e-05,-0.2656394185741036,2.0566886675616254,0.29931848257394417,0.005976085685682702,264.70927873365133,3.2509500669117076e-05,1.7764624238274453e-06,7.614383480451327e-07
2,2.0023352012469084e-06,1.4973246662735075e-06,0.10280067639965218,0.00010524433141693568,0.7802340637077555,0.0013208767784899345,92.41306838051918,2.7479979161656782e-06,3.6008405771540673e-06,9.569743652497826e-07
3,1.0657924841005213e-06,4.703799154209844e-06,0.0015641145239363994,0.29848533567022084,0.3726452198790021,0.013685458817484182,52.32022581704129,4.1882744471674185e-05,2.770486956735851e-06,1.0918312793022672e-06
4,1.4133783494765143e-05,2.1314502679183312e-05,-0.1945019953308504,3.85645618389148e-05,0.7022985519071961,0.012506628097751098,227.78746712512591,3.008039645656057e-05,2.417724143690722e-06,1.0059794459593337e-06
5,1.2791696011564267e-05,4.537502627857272e-05,0.09055337593159156,1.7267175541385287e-05,0.31752554856711895,0.006112636476309986,264.30554125870964,1.524749585398734e-05,4.545472948041359e-06,2.72868601312747e-06
6,2.361203749767913e-05,1.4421529742242831e-06,-0.052085187952737734,0.021035152537314437,0.2541576114218691,0.00985233684611196,134.14262592466775,4.118632944674926e-05,2.6093228648214056e-06,2.710821925621704e-07
7,6.7512310286001975e-06,2.4009324870884853e-05,0.1817480029937256,0.0211089580798476,0.8731268116496318,0.012582789791629127,96.06915006992563,4.898602461141062e-06,2.1484645977928055e-06,3.5500892262422067e-06
8,1.8202677476920388e-05,2.398185664446256e-05,-0.11492718102376608,0.0003907203085162192,0.7598316170048148,0.00884486484301147,102.49133474696995,7.876027976482503e-06,2.9765008263474165e-06,2.464674306014389e-06
9,9.012954055550225e-05,6.020594847054839e-05,0.009937864478000824,5.078924662972665e-05,0.622814519282499,0.002970352606742701,59.857968864454385,4.561421839403588e-05,1.9239848285650147e-06,3.161633836476997e-06
10,4.868512812774853e-06,4.251974770878354e-06,0.28329590749819794,2.3774916045944045e-05,0.2952739378038037,0.014405293119014268,117.55787686096977,3.478937296556755e-05,3.965112981541782e-06,1.0654972160176213e-06
11,6.781312241457632e-05,6.677971682402816e-05,-0.053378192746219216,1.0392200529784528e-05,0.4036805365486461,0.007757087444599742,233.3715741431229,1.2864675613512678e-06,1.1230219859385588e-06,3.244968730605957e-07
12,8.175674936288298e-06,1.036965478563472e-06,0.0937897816716226,3.231000133538789,0.4856337454848693,0.0066559318737653365,260.3890785736063,3.284208439457725e-05,3.1749322463642875e-07,3.2209012803349206e-08
13,3.0301156164051454e-05,4.0341102265299946e-05,0.27207204115224065,7.438363088023032e-05,0.4196502340639211,0.0040056501102013285,202.9140098289436,2.4998354700761608e-05,1.0832608762598983e-06,8.417677212388892e-07
14,2.8382055740709852e-05,2.691420049510414e-06,0.2306803061712856,1.530024182057211e-06,0.3925716070364139,0.009509500043631266,123.12572950126513,4.6785636063884004e-05,2.6279173802483744e-06,2.8298855253632184e-06
15,6.392648267907616e-05,7.4334223416017105e-06,0.06762419528338759,0.00018512881984025865,0.17227409687664566,0.011200926479635036,269.75998302986056,2.4727401666006024e-05,4.7285590278662086e-06,3.1440257107684035e-06
16,8.218877223842114e-06,2.145497469614674e-05,0.018776764202340982,1.6450635027941545,0.32754624109200337,0.014097888697019013,115.07819684126736,3.2597649727498123e-06,2.760375339566788e-06,2.589631909842721e-07
17,3.0231953994449274e-06,8.66668919601521e-05,-0.2787658467575492,6.35831586337023e-06,0.6980148643693148,0.008799141852979656,52.92117377405658,1.3541684475596104e-05,2.700821934832609e-06,3.917173760295298e-06
18,9.894510182246792e-05,1.607236507696706e-06,0.13458295337047846,1.4680566039851124,0.8658988797859716,0.01199329266387027,191.4487208349097,3.9787760100049874e-05,4.0202447500044384e-06,3.4868779110824477e-06
19,1.6515978053326496e-05,1.70849803277686e-05,0.2848366169016599,0.9342814360015084,0.7520182802047263,0.004569595156288694,46.66759651971473,3.3118619544355188e-06,3.820274698984748e-06,2.081889320020437e-06
20,1.4038289671146516e-06,1.7080785683951931e-06,0.2518860744601506,0.002989342574983426,0.7286647274833065,0.0031739408943513123,276.28490401166226,1.5764209684313258e-05,3.437371023382866e-06,4.848916215709639e-06
21,1.9626752113990697e-05,8.739980350048074e-06,0.006860011522265508,0.0013999790566032939,0.13052184473592218,0.005598370301501568,200.03528056817348,4.500241903483822e-05,1.236280501317365e-06,3.648798784934062e-06
22,1.3782966394819835e-06,7.262182811599057e-06,0.044002685478830406,0.0023112985361698484,0.85191898545984,0.008790066516868127,259.6711287256345,3.972023889011885e-05,4.405455437022087e-06,4.064077066244748e-06
23,5.8669346062709125e-06,6.162587925547598e-06,-0.24775140749100136,6.0377541511205255,0.1778214660573852,0.0036999898137344243,66.5133026898971,8.998353873570483e-06,4.123071910269973e-06,3.138933060475648e-06
24,6.651457806399741e-06,3.9688518902850406e-05,-0.1016765392570996,0.7187254614960767,0.6360287864369181,0.013171350986391573,75.13647556337844,2.861283067221316e-06,3.0681020629157506e-06,3.5851731485499785e-06
25,5.650136481616625e-05,2.0348613356793705e-05,-0.13959719339358653,0.33087140956271816,0.6273896375027471,0.007349095973387111,193.3911913435151,4.228038636856277e-05,2.1870020380008013e-06,3.9058547763186915e-06
26,2.550140568430864e-05,2.345883869668204e-06,0.017177340715300304,4.980222173271223e-05,0.4713544226744716,0.009531687254392344,297.2041399341337,3.446022958649836e-05,4.258571877232564e-06,3.5025753304844116e-06
27,2.835227030686605e-05,3.56912314691006e-05,-0.053120827907978264,0.00459249503181839,0.18718707758337494,0.013059286213313148,263.47641170059137,4.853500994603808e-05,7.323535120322002e-07,3.0174690317895638e-06
28,3.6466589812551237e-06,1.5247396493544322e-06,-0.1559395577817721,0.0014548242822447384,0.8933154656783538,0.0031651044348224664,258.194030070348,2.036495395657388e-05,4.4750600682131534e-06,2.2509182847660576e-06
29,3.5788387348048544e-05,3.178488853337192e-05,-0.25207231551324594,0.0006413052535053702,0.5242471491836239,0.004742882296589564,20.248138677056488,1.554800297711517e-06,2.5786285078436278e-08,3.06494514853418e-06
30,5.034870806235868e-06,3.1984338056578997e-06,-0.10691997216418456,3.6105101075244615e-06,0.5957085874459332,0.007481795553195125,23.864723557263837,1.073219638494713e-05,7.218024294360515e-07,1.7672418033173497e-06
31,2.9427688416930834e-06,3.575477846689772e-06,0.12321245009704407,3.2302043025507703,0.348292905426274,0.0030578648028685962,232.60345349315955,3.4722048637552594e-05,1.1089184335716872e-07,3.413483114745336e-07
32,9.662416621149373e-06,3.0021532808468574e-06,0.2736016524521652,0.0006704397742050852,0.29188553442985343,0.0029277431703197635,179.5248606574432,2.7727337685464342e-05,4.9729346378497846e-06,1.5594144215378085e-06
33,5.282897488778456e-06,1.4001960437899375e-06,-0.2390623045763386,1.0449912313193542e-05,0.6058342960565806,0.011356697500164816,213.5668561263336,3.8237729622661415e-05,4.3729541976787115e-06,3.4689486787738367e-06
34,2.8948980786556755e-05,1.6540184318999526e-06,-0.1272493962324241,0.002538069317980917,0.23550991387403394,0.011937987339914384,4.832339717502308,4.566983935733912e-05,1.523417729519614e-06,3.112459653453089e-06
35,7.346720661244374e-05,1.549591493730115e-06,-0.08672205604058089,6.690534428126083,0.16551892176872213,0.014997778695760338,115.0762688271222,4.5473131392847716e-05,3.9236280180346813e-07,2.64800613861298e-07
36,2.360487023014061e-05,4.0593959444186516e-05,-0.182261567599752,0.00197277808501964,0.14663652500498775,0.01296993630139084,204.56698616812199,7.309668768053153e-06,1.1197994748004117e-06,2.0075218649006573e-06
37,7.235426782893658e-05,1.4499689332746805e-05,0.1329464588864412,1.1876300226302873e-05,0.3256729370426911,0.0030854953507220536,234.9127096209569,3.7529699328179015e-06,3.3668263639447133e-06,4.4058335947117016e-06
38,1.3271045892264925e-05,3.555481311719126e-06,-0.035666818257357465,0.2574831205907317,0.7512841028280267,0.0020472770685730102,176.87904209551445,4.274025506991883e-05,5.331623313170887e-08,3.5993527093610017e-06
